season,player_name,team,player_rating,position,nation,league,skill_moves,weak_foot_quality,work_rate_a,work_rate_d,player_height,player_weight,age
2021/2022,Raphaël Varane,Manchester Utd,86,CB,France,EPL,2,3,M,H,191cm,81kg,29
2021/2022,Thiago,Liverpool,86,CM,Spain,EPL,5,3,M,M,174cm,70kg,31
2021/2022,Jamie Vardy,Leicester City,86,ST,England,EPL,3,4,H,M,179cm,74kg,35
2021/2022,Thiago Silva,Chelsea,85,CB,Brazil,EPL,2,3,M,H,183cm,79kg,37
2021/2022,Luiz Frello Filho Jorge,Chelsea,85,CM,Italy,EPL,3,3,M,M,180cm,68kg,30
2021/2022,Kyle Walker,Manchester City,85,RB,England,EPL,3,2,H,H,183cm,83kg,31
2021/2022,Ilkay Gündogan,Manchester City,85,CM,Germany,EPL,4,4,H,M,180cm,80kg,31
2021/2022,Wilfred Ndidi,Leicester City,85,CDM,Nigeria,EPL,3,4,M,H,183cm,74kg,25
2021/2022,Kasper Schmeichel,Leicester City,85,GK,Denmark,EPL,1,3,M,M,189cm,89kg,35
2021/2022,Marcus Rashford,Manchester Utd,85,LM,England,EPL,5,3,H,M,186cm,70kg,24
2021/2022,Edinson Cavani,Manchester Utd,85,ST,Uruguay,EPL,3,4,H,H,185cm,77kg,35
2021/2022,Aubameyang,Arsenal,85,ST,Gabon,EPL,4,4,M,L,187cm,80kg,32
2021/2022,Roberto Firmino,Liverpool,85,CF,Brazil,EPL,5,4,H,H,181cm,76kg,30
2021/2022,Timo Werner,Chelsea,84,ST,Germany,EPL,3,4,H,M,180cm,76kg,26
2021/2022,Kai Havertz,Chelsea,84,CAM,Germany,EPL,4,4,M,M,188cm,82kg,22
2021/2022,Hakim Ziyech,Chelsea,84,RW,Morocco,EPL,5,2,H,H,181cm,65kg,29
2021/2022,Jack Grealish,Manchester City,84,LW,England,EPL,4,3,H,M,180cm,81kg,26
2021/2022,Phil Foden,Manchester City,84,CAM,England,EPL,4,3,H,M,171cm,69kg,21
2021/2022,Luke Shaw,Manchester Utd,84,LB,England,EPL,3,2,H,M,181cm,75kg,26
2021/2022,Jordan Henderson,Liverpool,84,CDM,England,EPL,3,3,H,H,182cm,80kg,31
2021/2022,David De Gea Quintana,Manchester Utd,84,GK,Spain,EPL,1,3,M,M,192cm,82kg,31
2021/2022,Lucas Digne,Everton,84,LB,France,EPL,3,2,H,M,178cm,74kg,28
2021/2022,Emiliano Martínez,Aston Villa,84,GK,Argentina,EPL,1,4,M,M,195cm,88kg,29
2021/2022,Harry Maguire,Manchester Utd,84,CB,England,EPL,2,3,H,H,194cm,100kg,29
2021/2022,Ricardo Barbosa Pereira,Leicester City,84,RB,Portugal,EPL,3,4,H,H,175cm,70kg,28
2021/2022,Youri Tielemans,Leicester City,84,CM,Belgium,EPL,4,5,M,M,176cm,72kg,25
2021/2022,Kieran Trippier,Newcastle Utd,84,RB,England,EPL,3,4,M,M,173cm,69kg,31
2021/2022,Lucas Digne,Aston Villa,84,LB,France,EPL,3,2,H,M,178cm,74kg,28
2021/2022,John Stones,Manchester City,83,CB,England,EPL,3,4,H,M,188cm,76kg,27
2021/2022,Antonio Rüdiger,Chelsea,83,CB,Germany,EPL,2,3,M,H,190cm,85kg,29
2021/2022,Mateo Kovacic,Chelsea,83,CM,Croatia,EPL,4,4,H,H,176cm,80kg,28
2021/2022,Édouard Mendy,Chelsea,83,GK,Senegal,EPL,1,2,M,M,197cm,86kg,30
2021/2022,Mason Mount,Chelsea,83,CAM,England,EPL,3,4,H,H,178cm,70kg,23
2021/2022,Azpilicueta,Chelsea,83,CB,Spain,EPL,2,3,M,M,178cm,77kg,32
2021/2022,Fernandinho,Manchester City,83,CDM,Brazil,EPL,3,4,M,H,179cm,67kg,37
2021/2022,Gabriel Jesus,Manchester City,83,ST,Brazil,EPL,4,3,H,M,175cm,73kg,25
2021/2022,Pierre-Emile Højbjerg,Spurs,83,CDM,Denmark,EPL,3,4,M,H,185cm,84kg,26
2021/2022,Joel Matip,Liverpool,83,CB,Cameroon,EPL,2,2,M,M,194cm,90kg,30
2021/2022,Bernd Leno,Arsenal,83,GK,Germany,EPL,1,3,M,M,190cm,83kg,30
2021/2022,Allan Marques Loureiro,Everton,83,CDM,Brazil,EPL,4,3,M,H,175cm,74kg,31
2021/2022,Nick Pope,Burnley,83,GK,England,EPL,1,3,M,M,199cm,76kg,30
2021/2022,Raúl Jiménez,Wolves,83,ST,Mexico,EPL,3,4,H,H,188cm,81kg,31
2021/2022,Jordan Pickford,Everton,83,GK,England,EPL,1,4,M,M,185cm,77kg,28
2021/2022,Thomas Partey,Arsenal,83,CM,Ghana,EPL,3,3,M,H,185cm,77kg,28
2021/2022,Aaron Wan-Bissaka,Manchester Utd,83,RB,England,EPL,4,2,M,H,183cm,72kg,24
2021/2022,Wout Weghorst,Burnley,83,ST,Netherlands,EPL,2,3,H,H,197cm,84kg,29
2021/2022,Gabriel Jesus,Arsenal,83,ST,Brazil,EPL,4,3,H,M,175cm,73kg,25
2021/2022,Nick Pope,Newcastle Utd,83,GK,England,EPL,1,3,M,M,199cm,76kg,30
2021/2022,Christian Pulisic,Chelsea,82,LW,United States,EPL,4,4,M,M,177cm,69kg,23
2021/2022,Ben Chilwell,Chelsea,82,LWB,England,EPL,3,3,H,H,178cm,77kg,25
2021/2022,Saúl Ñíguez Esclápez,Chelsea,82,CM,Spain,EPL,3,4,M,M,184cm,75kg,27
2021/2022,Ferrán Torres,Manchester City,82,RW,Spain,EPL,4,4,H,M,184cm,77kg,22
2021/2022,Declan Rice,West Ham,82,CDM,England,EPL,2,3,M,H,185cm,80kg,23
2021/2022,Raphael Dias Belloli,Leeds United,82,RM,Brazil,EPL,4,4,H,H,176cm,68kg,25
2021/2022,Pierluigi Gollini,Spurs,82,GK,Italy,EPL,1,2,M,M,194cm,94kg,27
2021/2022,Cristian Romero,Spurs,82,CB,Argentina,EPL,3,2,L,H,185cm,79kg,24
2021/2022,Tanguy Ndombele,Spurs,82,CAM,France,EPL,4,3,M,M,179cm,76kg,25
2021/2022,Diogo Jota,Liverpool,82,LW,Portugal,EPL,4,5,H,H,178cm,73kg,25
2021/2022,Joe Gomez,Liverpool,82,CB,England,EPL,3,3,M,M,188cm,77kg,25
2021/2022,Łukasz Fabiański,West Ham,82,GK,Poland,EPL,1,2,M,M,190cm,83kg,37
2021/2022,Alphonse Areola,West Ham,82,GK,France,EPL,1,3,M,M,195cm,94kg,29
2021/2022,Alexandre Lacazette,Arsenal,82,ST,France,EPL,4,4,H,H,176cm,73kg,30
2021/2022,Wilfried Zaha,Crystal Palace,82,LF,Côte d'Ivoire,EPL,5,3,H,M,180cm,66kg,29
2021/2022,Alex Nicolao Telles,Manchester Utd,82,LB,Brazil,EPL,3,2,H,M,181cm,71kg,29
2021/2022,James Maddison,Leicester City,82,CAM,England,EPL,4,4,H,M,175cm,73kg,25
2021/2022,Martin Ødegaard,Arsenal,82,CAM,Norway,EPL,5,2,H,M,178cm,68kg,23
2021/2022,Rúben Neves,Wolves,82,CM,Portugal,EPL,3,4,L,H,180cm,80kg,25
2021/2022,Leon Bailey,Aston Villa,82,RM,Jamaica,EPL,4,4,H,M,178cm,77kg,24
2021/2022,Richarlison de Andrade,Everton,82,ST,Brazil,EPL,4,5,H,M,181cm,71kg,25
2021/2022,Tomáš Souček,West Ham,82,CDM,Czech Republic,EPL,3,3,H,H,192cm,86kg,27
2021/2022,Coutinho,Aston Villa,82,CAM,Brazil,EPL,5,4,H,M,172cm,68kg,29
2021/2022,Christian Eriksen,Brentford,82,CM,Denmark,EPL,4,5,M,L,181cm,76kg,30
2021/2022,Clément Lenglet,Spurs,82,CB,France,EPL,2,4,M,H,186cm,81kg,26
2021/2022,Richarlison de Andrade,Spurs,82,ST,Brazil,EPL,4,5,H,M,181cm,71kg,25
2021/2022,Diego Carlos,Aston Villa,82,CB,Brazil,EPL,3,4,M,H,185cm,86kg,29
2021/2022,Reece James,Chelsea,81,RWB,England,EPL,3,3,H,M,178cm,87kg,22
2021/2022,Kalvin Phillips,Leeds United,81,CDM,England,EPL,3,3,M,H,178cm,72kg,26
2021/2022,Lucas Rodrigues M. Silva,Spurs,81,RM,Brazil,EPL,4,4,H,M,174cm,70kg,29
2021/2022,Giovani Lo Celso,Spurs,81,CM,Argentina,EPL,4,3,H,H,177cm,68kg,26
2021/2022,Reguilón,Spurs,81,LB,Spain,EPL,3,3,H,H,178cm,68kg,25
2021/2022,Danny Ings,Aston Villa,81,ST,England,EPL,3,4,H,H,178cm,73kg,29
2021/2022,James Rodríguez,Everton,81,RW,Colombia,EPL,4,3,M,M,180cm,75kg,30
2021/2022,James Tarkowski,Burnley,81,CB,England,EPL,2,4,L,H,188cm,81kg,29
2021/2022,Kurt Zouma,West Ham,81,CB,France,EPL,2,3,M,M,190cm,95kg,27
2021/2022,James Ward-Prowse,Southampton,81,CM,England,EPL,3,3,M,H,173cm,66kg,27
2021/2022,Fred,Manchester Utd,81,CDM,Brazil,EPL,4,4,H,H,169cm,62kg,29
2021/2022,Anthony Martial,Manchester Utd,81,ST,France,EPL,4,4,L,L,184cm,76kg,26
2021/2022,Martin Dúbravka,Newcastle Utd,81,GK,Slovakia,EPL,1,2,M,M,190cm,80kg,33
2021/2022,Donny van de Beek,Manchester Utd,81,CM,Netherlands,EPL,3,3,H,M,184cm,74kg,25
2021/2022,Dominic Calvert-Lewin,Everton,81,ST,England,EPL,3,3,H,M,187cm,71kg,25
2021/2022,Nicolas Pépé,Arsenal,81,RM,Côte d'Ivoire,EPL,4,2,H,M,183cm,73kg,26
2021/2022,Harvey Barnes,Leicester City,81,LM,England,EPL,3,4,H,M,180cm,66kg,24
2021/2022,Marc Cucurella Saseta,Brighton,81,LM,Spain,EPL,3,3,H,M,172cm,66kg,23
2021/2022,Donny van de Beek,Everton,81,CM,Netherlands,EPL,3,3,H,M,184cm,74kg,25
2021/2022,Dejan Kulusevski,Spurs,81,RW,Sweden,EPL,4,4,H,M,186cm,75kg,22
2021/2022,James Tarkowski,Everton,81,CB,England,EPL,2,4,L,H,188cm,81kg,29
2021/2022,Kalvin Phillips,Manchester City,81,CDM,England,EPL,3,3,M,H,178cm,72kg,26
2021/2022,Ivan Perišic,Spurs,81,LM,Croatia,EPL,4,5,M,M,186cm,80kg,33
2021/2022,Andreas Christensen,Chelsea,80,CB,Denmark,EPL,2,3,L,M,187cm,81kg,26
2021/2022,Oleksandr Zinchenko,Manchester City,80,LB,Ukraine,EPL,3,3,H,M,175cm,64kg,25
2021/2022,Dele Alli,Spurs,80,CAM,England,EPL,4,3,H,M,188cm,80kg,26
2021/2022,Steven Bergwijn,Spurs,80,LM,Netherlands,EPL,4,2,H,M,178cm,78kg,24
2021/2022,Naby Keïta,Liverpool,80,CM,Guinea,EPL,4,4,M,M,172cm,64kg,27
2021/2022,Bukayo Saka,Arsenal,80,RM,England,EPL,3,3,H,M,178cm,65kg,20
2021/2022,João Filipe Moutinho,Wolves,80,CM,Portugal,EPL,3,4,M,H,170cm,61kg,35
2021/2022,Jonny Evans,Leicester City,80,CB,Northern Ireland,EPL,2,4,M,H,188cm,77kg,34
2021/2022,Angelo Ogbonna,West Ham,80,CB,Italy,EPL,2,3,M,M,191cm,86kg,34
2021/2022,Vicente Guaita Panadero,Crystal Palace,80,GK,Spain,EPL,1,3,M,M,190cm,80kg,35
2021/2022,Michael Keane,Everton,80,CB,England,EPL,2,3,L,H,191cm,82kg,29
2021/2022,Jonathan Castro Otto,Wolves,80,LWB,Spain,EPL,3,3,H,H,170cm,70kg,28
2021/2022,Victor Lindelöf,Manchester Utd,80,CB,Sweden,EPL,3,4,M,H,187cm,80kg,27
2021/2022,Kieran Tierney,Arsenal,80,LB,Scotland,EPL,3,3,H,H,178cm,70kg,24
2021/2022,Nélson Cabral Semedo,Wolves,80,RWB,Portugal,EPL,4,3,M,M,177cm,69kg,28
2021/2022,Çağlar Söyüncü,Leicester City,80,CB,Turkey,EPL,2,4,M,M,185cm,82kg,26
2021/2022,Dean Henderson,Manchester Utd,80,GK,England,EPL,1,3,M,M,190cm,85kg,25
2021/2022,Scott McTominay,Manchester Utd,80,CDM,Scotland,EPL,3,3,M,H,193cm,88kg,25
2021/2022,Nikola Vlašić,West Ham,80,CAM,Croatia,EPL,3,5,H,M,178cm,79kg,24
2021/2022,Vladimír Coufal,West Ham,80,RB,Czech Republic,EPL,3,3,H,H,175cm,76kg,29
2021/2022,Dele Alli,Everton,80,CAM,England,EPL,4,3,H,M,188cm,80kg,26
2021/2022,Luis Díaz,Liverpool,80,LM,Colombia,EPL,4,4,H,M,180cm,73kg,25
2021/2022,Nicolas Nkoulou,Watford,80,CB,Cameroon,EPL,2,3,M,M,184cm,78kg,32
2021/2022,Boubacar Kamara,Aston Villa,80,CDM,France,EPL,3,3,M,H,184cm,68kg,22
2021/2022,Lucas Torreira,Arsenal,80,CDM,Uruguay,EPL,3,3,M,H,166cm,60kg,26
2021/2022,Kepa Arrizabalaga,Chelsea,79,GK,Spain,EPL,1,4,M,M,186cm,88kg,27
2021/2022,Marcos Alonso,Chelsea,79,LWB,Spain,EPL,3,3,H,L,188cm,85kg,31
2021/2022,Rodrigo Moreno Machado,Leeds United,79,CAM,Spain,EPL,4,3,H,M,182cm,77kg,31
2021/2022,Eric Dier,Spurs,79,CB,England,EPL,2,2,M,H,190cm,90kg,28
2021/2022,Ben Davies,Spurs,79,LB,Wales,EPL,3,3,M,H,182cm,76kg,29
2021/2022,Davinson Sánchez,Spurs,79,CB,Colombia,EPL,2,2,M,H,187cm,79kg,25
2021/2022,Emerson Leite De Souza,Spurs,79,RB,Brazil,EPL,3,3,H,M,181cm,79kg,23
2021/2022,James Milner,Liverpool,79,CM,England,EPL,3,4,M,H,175cm,70kg,36
2021/2022,Alex Oxlade-Chamberlain,Liverpool,79,CM,England,EPL,4,4,H,H,175cm,70kg,28
2021/2022,Gylfi Sigurðsson,Everton,79,CAM,Iceland,EPL,3,4,M,M,186cm,77kg,32
2021/2022,Aaron Cresswell,West Ham,79,LB,England,EPL,3,3,H,M,175cm,66kg,32
2021/2022,Ben Mee,Burnley,79,CB,England,EPL,2,3,L,H,180cm,82kg,32
2021/2022,Michail Antonio,West Ham,79,ST,England,EPL,4,3,H,M,178cm,82kg,32
2021/2022,Nemanja Matić,Manchester Utd,79,CDM,Serbia,EPL,3,3,L,M,194cm,83kg,33
2021/2022,Chris Wood,Burnley,79,ST,New Zealand,EPL,2,3,H,L,191cm,92kg,30
2021/2022,Callum Wilson,Newcastle Utd,79,ST,England,EPL,4,3,H,M,180cm,66kg,30
2021/2022,Granit Xhaka,Arsenal,79,CDM,Switzerland,EPL,3,2,L,M,185cm,82kg,29
2021/2022,Conor Coady,Wolves,79,CB,England,EPL,2,3,L,H,186cm,80kg,29
2021/2022,Willy Boly,Wolves,79,CB,Côte d'Ivoire,EPL,2,4,M,M,195cm,97kg,31
2021/2022,Benjamin Mendy,Manchester City,79,LB,France,EPL,3,3,H,M,185cm,85kg,27
2021/2022,Jesse Lingard,Manchester Utd,79,CAM,England,EPL,4,3,H,M,175cm,60kg,29
2021/2022,Abdoulaye Doucouré,Everton,79,CM,France,EPL,3,3,H,H,184cm,76kg,29
2021/2022,José Sá,Wolves,79,GK,Portugal,EPL,1,2,M,M,192cm,84kg,29
2021/2022,Allan Saint-Maximin,Newcastle Utd,79,LM,France,EPL,5,4,H,L,173cm,67kg,25
2021/2022,Yerry Mina,Everton,79,CB,Colombia,EPL,2,3,M,M,195cm,94kg,27
2021/2022,Timothy Castagne,Leicester City,79,RB,Belgium,EPL,3,3,H,H,180cm,80kg,26
2021/2022,Eric Bailly,Manchester Utd,79,CB,Côte d'Ivoire,EPL,3,3,M,H,186cm,77kg,28
2021/2022,Emiliano Buendía,Aston Villa,79,RM,Argentina,EPL,4,4,H,H,172cm,65kg,25
2021/2022,Pablo Fornals Malla,West Ham,79,LM,Spain,EPL,4,3,H,H,178cm,67kg,26
2021/2022,Gabriel,Arsenal,79,CB,Brazil,EPL,2,2,M,H,190cm,87kg,24
2021/2022,Yves Bissouma,Brighton,79,CDM,Mali,EPL,4,3,H,M,182cm,80kg,25
2021/2022,Chris Wood,Newcastle Utd,79,ST,New Zealand,EPL,2,3,H,L,191cm,92kg,30
2021/2022,Bruno Guimarães Moura,Newcastle Utd,79,CDM,Brazil,EPL,3,3,M,H,182cm,78kg,24
2021/2022,Yves Bissouma,Spurs,79,CDM,Mali,EPL,4,3,H,M,182cm,80kg,25
2021/2022,Sven Botman,Newcastle Utd,79,CB,Netherlands,EPL,2,3,M,H,193cm,81kg,22
2021/2022,Ross Barkley,Chelsea,78,CAM,England,EPL,4,5,L,L,189cm,76kg,28
2021/2022,Nathan Aké,Manchester City,78,CB,Netherlands,EPL,2,3,M,H,180cm,75kg,27
2021/2022,Patrick Bamford,Leeds United,78,ST,England,EPL,3,3,H,H,185cm,71kg,28
2021/2022,Jack Harrison,Leeds United,78,LM,England,EPL,4,3,H,H,175cm,70kg,25
2021/2022,Junior Firpo,Leeds United,78,LB,Spain,EPL,3,3,M,M,184cm,78kg,25
2021/2022,Matt Doherty,Spurs,78,RB,Republic of Ireland,EPL,3,4,H,M,182cm,87kg,30
2021/2022,Ibrahima Konaté,Liverpool,78,CB,France,EPL,3,2,M,H,194cm,95kg,23
2021/2022,Ashley Young,Aston Villa,78,LWB,England,EPL,4,3,H,M,175cm,65kg,36
2021/2022,Ben Foster,Watford,78,GK,England,EPL,1,3,M,M,193cm,90kg,39
2021/2022,Juan Manuel Mata García,Manchester Utd,78,CAM,Spain,EPL,4,3,M,M,170cm,63kg,34
2021/2022,Séamus Coleman,Everton,78,RB,Republic of Ireland,EPL,3,3,H,H,177cm,77kg,33
2021/2022,Moussa Sissoko,Watford,78,CDM,France,EPL,3,3,M,H,187cm,91kg,32
2021/2022,Cheikhou Kouyaté,Crystal Palace,78,CB,Senegal,EPL,3,3,H,H,189cm,83kg,32
2021/2022,Ashley Westwood,Burnley,78,CDM,England,EPL,3,3,M,M,175cm,73kg,32
2021/2022,Oriol Romeu Vidal,Southampton,78,CDM,Spain,EPL,2,3,L,H,183cm,83kg,30
2021/2022,Lewis Dunk,Brighton,78,CB,England,EPL,2,3,M,H,192cm,88kg,30
2021/2022,Jannik Vestergaard,Leicester City,78,CB,Denmark,EPL,2,4,M,M,199cm,96kg,29
2021/2022,Romain Saïss,Wolves,78,CB,Morocco,EPL,3,3,M,H,188cm,84kg,32
2021/2022,John McGinn,Aston Villa,78,CDM,Scotland,EPL,3,3,H,H,178cm,68kg,27
2021/2022,Tyrone Mings,Aston Villa,78,CB,England,EPL,3,2,M,M,196cm,77kg,29
2021/2022,Adama Traoré Diarra,Wolves,78,RW,Spain,EPL,4,2,H,L,178cm,72kg,26
2021/2022,Ayoze Pérez Gutiérrez,Leicester City,78,RW,Spain,EPL,4,4,H,H,178cm,72kg,28
2021/2022,Ollie Watkins,Aston Villa,78,ST,England,EPL,3,4,H,H,180cm,70kg,26
2021/2022,Jarrod Bowen,West Ham,78,RM,England,EPL,4,3,H,M,175cm,70kg,25
2021/2022,Kelechi Iheanacho,Leicester City,78,ST,Nigeria,EPL,4,3,M,M,185cm,82kg,25
2021/2022,Daniel Castelo Podence,Wolves,78,LW,Portugal,EPL,4,4,H,M,165cm,58kg,26
2021/2022,Matty Cash,Aston Villa,78,RB,England,EPL,3,3,H,H,179cm,74kg,24
2021/2022,Ezri Konsa,Aston Villa,78,CB,England,EPL,2,3,M,M,183cm,77kg,24
2021/2022,Ismaïla Sarr,Watford,78,RW,Senegal,EPL,4,2,H,M,185cm,76kg,24
2021/2022,Pedro Lomba Neto,Wolves,78,LW,Portugal,EPL,4,4,H,M,172cm,62kg,22
2021/2022,Boubakary Soumaré,Leicester City,78,CDM,France,EPL,3,3,M,M,188cm,82kg,23
2021/2022,Mason Greenwood,Manchester Utd,78,RM,England,EPL,3,5,H,M,181cm,70kg,20
2021/2022,Wesley Fofana,Leicester City,78,CB,France,EPL,2,3,M,M,190cm,76kg,21
2021/2022,Rodrigo Bentancur,Spurs,78,CM,Uruguay,EPL,4,4,M,M,187cm,78kg,24
2021/2022,Emerson,Chelsea,78,LB,Italy,EPL,3,2,H,M,176cm,79kg,27
2021/2022,Dennis Praet,Leicester City,78,CM,Belgium,EPL,4,4,M,M,181cm,78kg,28
2021/2022,Yangel Herrera,Manchester City,78,CM,Venezuela,EPL,3,3,H,M,184cm,77kg,24
2021/2022,Héctor Bellerín Moruno,Arsenal,78,RB,Spain,EPL,3,2,H,L,178cm,74kg,27
2021/2022,Callum Hudson-Odoi,Chelsea,77,RW,England,EPL,4,3,H,M,178cm,79kg,21
2021/2022,Zack Steffen,Manchester City,77,GK,United States,EPL,1,3,M,M,191cm,86kg,27
2021/2022,Diego Llorente,Leeds United,77,CB,Spain,EPL,2,3,M,M,186cm,76kg,28
2021/2022,Daniel James,Leeds United,77,RM,Wales,EPL,3,4,H,H,170cm,76kg,24
2021/2022,Robin Koch,Leeds United,77,CB,Germany,EPL,2,4,M,H,191cm,83kg,25
2021/2022,Illan Meslier,Leeds United,77,GK,France,EPL,1,2,M,M,196cm,74kg,22
2021/2022,Ben Godfrey,Everton,77,CB,England,EPL,2,3,M,H,183cm,79kg,24
2021/2022,Harry Winks,Spurs,77,CDM,England,EPL,3,3,M,H,176cm,74kg,26
2021/2022,Tim Krul,Norwich,77,GK,Netherlands,EPL,1,2,M,M,188cm,74kg,34
2021/2022,Manuel Lanzini,West Ham,77,CAM,Argentina,EPL,4,3,M,M,167cm,59kg,29
2021/2022,Salomón Rondón,Everton,77,ST,Venezuela,EPL,3,4,M,L,186cm,86kg,32
2021/2022,Juraj Kucka,Watford,77,CM,Slovakia,EPL,3,4,H,M,186cm,84kg,35
2021/2022,Craig Dawson,West Ham,77,CB,England,EPL,2,2,L,M,188cm,77kg,32
2021/2022,Andros Townsend,Everton,77,RM,England,EPL,4,4,H,H,178cm,73kg,30
2021/2022,Stuart Armstrong,Southampton,77,RM,Scotland,EPL,3,4,H,H,183cm,75kg,30
2021/2022,Jamaal Lascelles,Newcastle Utd,77,CB,England,EPL,2,3,L,M,188cm,83kg,28
2021/2022,Leandro Trossard,Brighton,77,LM,Belgium,EPL,4,4,H,M,172cm,67kg,27
2021/2022,Bertrand Traoré,Aston Villa,77,RM,Burkina Faso,EPL,4,1,M,L,181cm,73kg,26
2021/2022,Joël Veltman,Brighton,77,CB,Netherlands,EPL,2,4,M,M,184cm,75kg,30
2021/2022,André Gomes,Everton,77,CM,Portugal,EPL,4,4,L,M,188cm,84kg,28
2021/2022,Neal Maupay,Brighton,77,ST,France,EPL,3,4,M,M,173cm,69kg,25
2021/2022,Arthur Masuaku,West Ham,77,LWB,Congo DR,EPL,4,2,H,M,179cm,70kg,28
2021/2022,Leander Dendoncker,Wolves,77,CM,Belgium,EPL,2,4,H,H,189cm,88kg,27
2021/2022,Mohamed Elneny,Arsenal,77,CDM,Egypt,EPL,3,3,M,H,181cm,74kg,29
2021/2022,Alex Iwobi,Everton,77,RM,Nigeria,EPL,4,3,H,M,185cm,75kg,26
2021/2022,Jean-Philippe Gbamin,Everton,77,CDM,Côte d'Ivoire,EPL,3,3,M,M,186cm,83kg,26
2021/2022,Matt Targett,Aston Villa,77,LB,England,EPL,3,2,H,M,183cm,70kg,26
2021/2022,Saïd Benrahma,West Ham,77,CAM,Algeria,EPL,4,4,H,M,172cm,67kg,26
2021/2022,Joachim Andersen,Crystal Palace,77,CB,Denmark,EPL,2,3,M,M,192cm,90kg,25
2021/2022,Mason Holgate,Everton,77,CB,England,EPL,3,3,M,M,184cm,75kg,25
2021/2022,Kyle Walker-Peters,Southampton,77,RB,England,EPL,3,4,H,M,174cm,64kg,25
2021/2022,Rob Holding,Arsenal,77,CB,England,EPL,2,3,L,H,189cm,75kg,26
2021/2022,Milot Rashica,Norwich,77,CF,Kosovo,EPL,4,4,H,M,177cm,73kg,25
2021/2022,Ademola Lookman,Leicester City,77,LM,England,EPL,4,4,M,M,174cm,71kg,24
2021/2022,Miguel Almirón,Newcastle Utd,77,CAM,Paraguay,EPL,4,2,M,H,174cm,70kg,28
2021/2022,Romain Perraud,Southampton,77,LB,France,EPL,3,2,H,H,173cm,68kg,24
2021/2022,James Justin,Leicester City,77,LWB,England,EPL,3,4,H,M,183cm,80kg,24
2021/2022,Issa Diop,West Ham,77,CB,France,EPL,2,3,M,M,194cm,92kg,25
2021/2022,Eberechi Eze,Crystal Palace,77,LM,England,EPL,4,3,M,M,178cm,67kg,23
2021/2022,Douglas Luiz,Aston Villa,77,CDM,Brazil,EPL,3,2,H,M,175cm,66kg,24
2021/2022,Patson Daka,Leicester City,77,ST,Zambia,EPL,3,3,M,M,183cm,71kg,23
