season,player_name,team,player_rating,position,nation,league,skill_moves,weak_foot_quality,work_rate_a,work_rate_d,player_height,player_weight,age
2022/2023,Ilkay Gündogan,Manchester City,85,CM,Germany,EPL,4,4,H,M,180cm,80kg,32
2022/2023,Kyle Walker,Manchester City,85,RB,England,EPL,3,2,H,H,183cm,83kg,32
2022/2023,Jamie Vardy,Leicester City,85,ST,England,EPL,3,4,H,M,179cm,74kg,36
2022/2023,Aubameyang,Chelsea,85,ST,Gabon,EPL,4,4,H,L,187cm,80kg,33
2022/2023,Jorginho,Arsenal,85,CM,Italy,EPL,3,3,M,M,180cm,68kg,31
2022/2023,Jack Grealish,Manchester City,84,LW,England,EPL,4,3,H,M,180cm,81kg,27
2022/2023,Kai Havertz,Chelsea,84,CAM,Germany,EPL,4,4,M,M,189cm,82kg,23
2022/2023,Mason Mount,Chelsea,84,CAM,England,EPL,3,4,H,H,180cm,74kg,24
2022/2023,Mateo Kovacic,Chelsea,84,CM,Croatia,EPL,4,4,H,H,176cm,80kg,29
2022/2023,Reece James,Chelsea,84,RWB,England,EPL,3,3,H,M,178cm,87kg,23
2022/2023,Joel Matip,Liverpool,84,CB,Cameroon,EPL,2,2,M,M,194cm,90kg,31
2022/2023,Luis Díaz,Liverpool,84,LW,Colombia,EPL,4,4,H,M,180cm,73kg,26
2022/2023,Jadon Sancho,Manchester Utd,84,LW,England,EPL,5,3,H,M,180cm,76kg,23
2022/2023,Martin Ødegaard,Arsenal,84,CAM,Norway,EPL,5,2,H,M,178cm,68kg,24
2022/2023,Youri Tielemans,Leicester City,84,CM,Belgium,EPL,4,5,M,M,176cm,72kg,26
2022/2023,Declan Rice,West Ham,84,CDM,England,EPL,2,3,M,H,185cm,80kg,24
2022/2023,Ivan Perišić,Spurs,84,LM,Croatia,EPL,4,5,H,M,186cm,80kg,34
2022/2023,Thomas Partey,Arsenal,84,CDM,Ghana,EPL,3,3,M,H,185cm,77kg,29
2022/2023,Emiliano Martínez,Aston Villa,84,GK,Argentina,EPL,1,4,M,M,195cm,88kg,30
2022/2023,Raphaël Varane,Manchester Utd,84,CB,France,EPL,2,4,M,H,191cm,81kg,30
2022/2023,Wilfred Ndidi,Leicester City,84,CDM,Nigeria,EPL,3,4,M,H,183cm,74kg,26
2022/2023,Kieran Trippier,Newcastle Utd,84,RB,England,EPL,3,4,M,M,173cm,71kg,32
2022/2023,João Félix,Chelsea,84,CF,Portugal,EPL,5,4,M,M,181cm,70kg,23
2022/2023,Hakim Ziyech,Chelsea,83,RW,Morocco,EPL,5,2,H,H,181cm,65kg,30
2022/2023,Jordan Henderson,Liverpool,83,CM,England,EPL,3,3,H,H,182cm,80kg,32
2022/2023,Roberto Firmino,Liverpool,83,CF,Brazil,EPL,5,4,H,H,181cm,76kg,31
2022/2023,Rúben Neves,Wolves,83,CM,Portugal,EPL,3,4,L,H,180cm,80kg,26
2022/2023,John Stones,Manchester City,83,CB,England,EPL,3,4,H,M,188cm,76kg,28
2022/2023,Gabriel Jesus,Arsenal,83,ST,Brazil,EPL,4,3,H,H,175cm,73kg,26
2022/2023,Pierre-Emile Højbjerg,Spurs,83,CDM,Denmark,EPL,3,4,H,H,187cm,84kg,27
2022/2023,Ricardo Pereira,Leicester City,83,RB,Portugal,EPL,3,4,H,H,175cm,70kg,29
2022/2023,Diego Carlos,Aston Villa,83,CB,Brazil,EPL,3,4,M,H,185cm,86kg,30
2022/2023,Cristian Romero,Spurs,83,CB,Argentina,EPL,3,2,M,H,185cm,79kg,25
2022/2023,Cody Gakpo,Liverpool,83,LW,Netherlands,EPL,4,4,M,M,189cm,76kg,24
2022/2023,Christian Pulisic,Chelsea,82,LW,United States,EPL,4,4,M,M,177cm,69kg,24
2022/2023,Aaron Ramsdale,Arsenal,82,GK,England,EPL,1,3,M,M,191cm,77kg,25
2022/2023,Ben Chilwell,Chelsea,82,LWB,England,EPL,3,3,H,M,180cm,77kg,26
2022/2023,Azpilicueta,Chelsea,82,CB,Spain,EPL,2,3,M,M,178cm,77kg,33
2022/2023,Darwin Núñez,Liverpool,82,ST,Uruguay,EPL,3,3,H,H,186cm,80kg,23
2022/2023,Bukayo Saka,Arsenal,82,RM,England,EPL,3,3,H,M,178cm,65kg,21
2022/2023,Antony,Manchester Utd,82,RW,Brazil,EPL,5,3,H,M,174cm,63kg,23
2022/2023,Lucas Paquetá,West Ham,82,CAM,Brazil,EPL,5,4,H,H,180cm,72kg,25
2022/2023,Wilfried Zaha,Crystal Palace,82,LW,Côte d'Ivoire,EPL,5,3,H,H,180cm,66kg,30
2022/2023,Coutinho,Aston Villa,82,CAM,Brazil,EPL,5,4,H,M,172cm,68kg,30
2022/2023,Raúl Jiménez,Wolves,82,ST,Mexico,EPL,3,4,M,H,188cm,81kg,32
2022/2023,Gonçalo Guedes,Wolves,82,ST,Portugal,EPL,4,4,H,L,179cm,68kg,26
2022/2023,Christian Eriksen,Manchester Utd,82,CM,Denmark,EPL,4,5,M,L,181cm,76kg,31
2022/2023,Jordan Pickford,Everton,82,GK,England,EPL,1,4,M,M,185cm,77kg,29
2022/2023,Lucas Digne,Aston Villa,82,LB,France,EPL,3,2,H,M,178cm,74kg,29
2022/2023,Idrissa Gueye,Everton,82,CDM,Senegal,EPL,3,3,M,H,174cm,66kg,33
2022/2023,James Maddison,Leicester City,82,CAM,England,EPL,4,4,H,M,175cm,73kg,26
2022/2023,Łukasz Fabiański,West Ham,82,GK,Poland,EPL,1,2,M,M,190cm,83kg,38
2022/2023,Arnaut Danjuma,Spurs,82,LM,Netherlands,EPL,4,4,H,M,178cm,74kg,26
2022/2023,Cucurella,Chelsea,81,LB,Spain,EPL,3,3,H,H,172cm,66kg,24
2022/2023,Naby Keïta,Liverpool,81,CM,Guinea,EPL,4,4,M,M,172cm,64kg,28
2022/2023,Joe Gomez,Liverpool,81,CB,England,EPL,3,3,M,M,188cm,77kg,26
2022/2023,José Sá,Wolves,81,GK,Portugal,EPL,1,2,M,M,192cm,84kg,30
2022/2023,Marcus Rashford,Manchester Utd,81,LW,England,EPL,5,3,M,L,186cm,70kg,25
2022/2023,Allan Saint-Maximin,Newcastle Utd,81,LM,France,EPL,5,4,H,L,173cm,67kg,26
2022/2023,João Moutinho,Wolves,81,CM,Portugal,EPL,3,4,M,M,170cm,61kg,36
2022/2023,Lisandro Martínez,Manchester Utd,81,CB,Argentina,EPL,3,3,M,H,178cm,77kg,25
2022/2023,Denis Zakaria,Chelsea,81,CDM,Switzerland,EPL,3,3,H,H,191cm,81kg,26
2022/2023,Dejan Kulusevski,Spurs,81,RW,Sweden,EPL,4,3,H,M,186cm,75kg,23
2022/2023,Richarlison,Spurs,81,ST,Brazil,EPL,4,5,H,M,181cm,71kg,26
2022/2023,Manuel Akanji,Manchester City,81,CB,Switzerland,EPL,2,4,M,M,187cm,91kg,27
2022/2023,Yves Bissouma,Spurs,81,CDM,Mali,EPL,4,3,H,M,182cm,80kg,26
2022/2023,Bruno Guimarães,Newcastle Utd,81,CM,Brazil,EPL,3,2,H,H,182cm,74kg,25
2022/2023,Kalvin Phillips,Manchester City,81,CDM,England,EPL,3,3,M,H,178cm,72kg,27
2022/2023,Palhinha,Fulham,81,CDM,Portugal,EPL,2,4,M,H,190cm,85kg,27
2022/2023,Tomáš Souček,West Ham,81,CDM,Czech Republic,EPL,3,3,H,H,192cm,86kg,28
2022/2023,Alphonse Areola,West Ham,81,GK,France,EPL,1,3,M,M,195cm,94kg,30
2022/2023,James Ward-Prowse,Southampton,81,CM,England,EPL,3,3,H,H,173cm,66kg,28
2022/2023,Kieran Tierney,Arsenal,81,LB,Scotland,EPL,3,3,H,H,178cm,70kg,25
2022/2023,Neto,AFC Bournemouth,81,GK,Brazil,EPL,1,2,M,M,190cm,84kg,33
2022/2023,Nick Pope,Newcastle Utd,81,GK,England,EPL,1,3,M,M,199cm,76kg,31
2022/2023,Harry Maguire,Manchester Utd,81,CB,England,EPL,2,3,H,M,194cm,100kg,30
2022/2023,Ibrahima Konaté,Liverpool,81,CB,France,EPL,3,2,M,H,194cm,95kg,24
2022/2023,Gabriel,Arsenal,81,CB,Brazil,EPL,2,2,M,H,190cm,87kg,25
2022/2023,Matheus Cunha,Wolves,81,ST,Brazil,EPL,4,4,M,M,184cm,76kg,23
2022/2023,Pablo Sarabia,Wolves,81,RW,Spain,EPL,4,4,H,M,174cm,70kg,31
2022/2023,Pedro Porro,Spurs,81,RWB,Spain,EPL,3,3,H,M,173cm,69kg,23
2022/2023,Felipe,Nott'm Forest,81,CB,Brazil,EPL,2,3,L,H,190cm,83kg,34
2022/2023,William Saliba,Arsenal,80,CB,France,EPL,2,3,M,H,192cm,85kg,22
2022/2023,Nélson Semedo,Wolves,80,RWB,Portugal,EPL,4,3,H,M,177cm,69kg,29
2022/2023,Fred,Manchester Utd,80,CM,Brazil,EPL,4,3,H,H,169cm,62kg,30
2022/2023,Scott McTominay,Manchester Utd,80,CDM,Scotland,EPL,3,3,M,H,193cm,88kg,26
2022/2023,Luis Sinisterra,Leeds United,80,LW,Colombia,EPL,4,4,H,H,172cm,60kg,23
2022/2023,Lucas Moura,Spurs,80,RW,Brazil,EPL,4,4,M,M,174cm,70kg,30
2022/2023,Allan Marques Loureiro,Everton,80,CDM,Brazil,EPL,4,3,M,H,175cm,74kg,32
2022/2023,Emiliano Buendía,Aston Villa,80,RM,Argentina,EPL,4,4,H,H,172cm,65kg,26
2022/2023,Arthur,Liverpool,80,CM,Brazil,EPL,4,3,M,M,171cm,73kg,26
2022/2023,Eric Dier,Spurs,80,CB,England,EPL,2,2,M,H,190cm,90kg,29
2022/2023,Remo Freuler,Nott'm Forest,80,CM,Switzerland,EPL,4,3,M,M,181cm,80kg,31
2022/2023,Renan Lodi,Nott'm Forest,80,LB,Brazil,EPL,4,3,H,M,173cm,68kg,25
2022/2023,Victor Lindelöf,Manchester Utd,80,CB,Sweden,EPL,3,4,M,M,187cm,80kg,28
2022/2023,Stefan Ortega,Manchester City,80,GK,Germany,EPL,1,4,M,M,185cm,88kg,30
2022/2023,Nayef Aguerd,West Ham,80,CB,Morocco,EPL,2,3,M,M,188cm,76kg,27
2022/2023,Bernd Leno,Fulham,80,GK,Germany,EPL,1,3,M,M,190cm,83kg,31
2022/2023,Anthony Martial,Manchester Utd,80,ST,France,EPL,4,4,L,L,184cm,76kg,27
2022/2023,Dominic Calvert-Lewin,Everton,80,ST,England,EPL,3,2,H,M,187cm,71kg,26
2022/2023,Harvey Barnes,Leicester City,80,LM,England,EPL,3,4,H,M,180cm,66kg,25
2022/2023,Boubacar Kamara,Aston Villa,80,CDM,France,EPL,3,3,M,H,184cm,68kg,23
2022/2023,Luke Shaw,Manchester Utd,80,LB,England,EPL,3,2,M,M,181cm,75kg,27
2022/2023,Alexander Isak,Newcastle Utd,80,ST,Sweden,EPL,4,5,H,L,192cm,77kg,23
2022/2023,Leon Bailey,Aston Villa,80,RM,Jamaica,EPL,4,3,H,L,178cm,77kg,25
2022/2023,Jarrod Bowen,West Ham,80,RM,England,EPL,4,3,H,M,175cm,70kg,26
2022/2023,Kurt Zouma,West Ham,80,CB,France,EPL,2,3,M,M,190cm,95kg,28
2022/2023,Martin Dúbravka,Manchester Utd,80,GK,Slovakia,EPL,1,2,M,M,190cm,80kg,34
2022/2023,Vladimír Coufal,West Ham,80,RB,Czech Republic,EPL,3,3,H,H,175cm,76kg,30
2022/2023,Kepa Arrizabalaga,Chelsea,80,GK,Spain,EPL,1,4,M,M,186cm,88kg,28
2022/2023,Gianluca Scamacca,West Ham,80,ST,Italy,EPL,4,3,M,M,195cm,85kg,24
2022/2023,Aaron Wan-Bissaka,Manchester Utd,80,RB,England,EPL,3,2,M,M,183cm,72kg,25
2022/2023,Sven Botman,Newcastle Utd,80,CB,Netherlands,EPL,2,3,M,H,193cm,81kg,23
2022/2023,Smith Rowe,Arsenal,80,LM,England,EPL,4,4,H,H,182cm,72kg,22
2022/2023,Martin Dúbravka,Newcastle Utd,80,GK,Slovakia,EPL,1,2,M,M,190cm,80kg,34
2022/2023,Álex Moreno,Aston Villa,80,LB,Spain,EPL,3,3,H,M,179cm,68kg,29
2022/2023,Marcel Sabitzer,Manchester Utd,80,CM,Austria,EPL,3,4,H,H,178cm,76kg,29
2022/2023,Weston McKennie,Leeds United,80,CM,United States,EPL,3,3,H,H,183cm,84kg,24
2022/2023,Wesley Fofana,Chelsea,79,CB,France,EPL,2,3,M,H,190cm,76kg,22
2022/2023,Jonny,Wolves,79,LWB,Spain,EPL,3,3,H,H,170cm,70kg,29
2022/2023,Matheus Nunes,Wolves,79,CM,Portugal,EPL,3,3,H,M,183cm,76kg,24
2022/2023,Adama Traoré,Wolves,79,RW,Spain,EPL,4,2,H,L,178cm,86kg,27
2022/2023,Michail Antonio,West Ham,79,ST,Jamaica,EPL,4,3,H,M,178cm,82kg,33
2022/2023,Abdoulaye Doucouré,Everton,79,CM,Mali,EPL,3,3,H,H,184cm,76kg,30
2022/2023,John McGinn,Aston Villa,79,CM,Scotland,EPL,3,2,H,H,178cm,68kg,28
2022/2023,Ben Davies,Spurs,79,CB,Wales,EPL,3,3,M,M,181cm,76kg,30
2022/2023,Donny van de Beek,Manchester Utd,79,CM,Netherlands,EPL,3,3,H,M,184cm,74kg,26
2022/2023,Conor Gallagher,Chelsea,79,CM,England,EPL,3,2,H,H,182cm,77kg,23
2022/2023,Rodrigo Bentancur,Spurs,79,CM,Uruguay,EPL,4,4,M,M,187cm,73kg,25
2022/2023,Pablo Fornals,West Ham,79,CAM,Spain,EPL,4,3,H,H,178cm,67kg,27
2022/2023,Callum Wilson,Newcastle Utd,79,ST,England,EPL,4,3,H,M,180cm,66kg,31
2022/2023,Ezri Konsa,Aston Villa,79,CB,England,EPL,2,3,M,M,183cm,77kg,25
2022/2023,Dean Henderson,Nott'm Forest,79,GK,England,EPL,1,3,M,M,188cm,85kg,26
2022/2023,Danny Ings,Aston Villa,79,ST,England,EPL,3,3,H,M,178cm,73kg,30
2022/2023,Guaita,Crystal Palace,79,GK,Spain,EPL,1,3,M,M,190cm,80kg,36
2022/2023,Matty Cash,Aston Villa,79,RB,Poland,EPL,3,2,H,M,179cm,74kg,25
2022/2023,Davinson Sánchez,Spurs,79,CB,Colombia,EPL,2,2,M,H,187cm,81kg,26
2022/2023,Oleksandr Zinchenko,Arsenal,79,LB,Ukraine,EPL,3,3,H,M,175cm,64kg,26
2022/2023,Conor Coady,Everton,79,CB,England,EPL,2,3,L,H,186cm,80kg,30
2022/2023,Ben White,Arsenal,79,CB,England,EPL,2,4,H,M,185cm,77kg,25
2022/2023,Tyrell Malacia,Manchester Utd,79,LB,Netherlands,EPL,3,3,H,M,169cm,67kg,23
2022/2023,James Tarkowski,Everton,79,CB,England,EPL,2,4,L,H,188cm,81kg,30
2022/2023,Michael Keane,Everton,79,CB,England,EPL,2,2,M,M,191cm,82kg,30
2022/2023,Granit Xhaka,Arsenal,79,CDM,Switzerland,EPL,3,2,L,M,185cm,82kg,30
2022/2023,Leandro Trossard,Brighton,79,LM,Belgium,EPL,4,4,H,M,171cm,67kg,28
2022/2023,Lewis Dunk,Brighton,79,CB,England,EPL,2,3,M,H,192cm,88kg,31
2022/2023,Pervis Estupiñán,Brighton,79,LB,Ecuador,EPL,3,3,H,M,175cm,78kg,25
2022/2023,Manuel Lanzini,West Ham,79,CAM,Argentina,EPL,4,3,M,M,167cm,59kg,30
2022/2023,Takehiro Tomiyasu,Arsenal,79,RB,Japan,EPL,2,5,M,H,188cm,84kg,24
2022/2023,Angelo Ogbonna,West Ham,79,CB,Italy,EPL,2,3,M,M,191cm,86kg,35
2022/2023,Jonny Evans,Leicester City,79,CB,Northern Ireland,EPL,2,4,M,H,188cm,77kg,35
2022/2023,Wout Weghorst,Manchester Utd,79,ST,Netherlands,EPL,2,3,H,H,197cm,84kg,30
2022/2023,Leandro Trossard,Arsenal,79,LM,Belgium,EPL,4,4,H,M,171cm,67kg,28
2022/2023,Danny Ings,West Ham,79,ST,England,EPL,3,3,H,M,178cm,73kg,30
2022/2023,Onuachu,Southampton,79,ST,Nigeria,EPL,3,2,H,M,201cm,98kg,28
2022/2023,Gabriel Martinelli,Arsenal,78,LM,Brazil,EPL,4,3,H,H,178cm,75kg,21
2022/2023,Saša Kalajdžić,Wolves,78,ST,Austria,EPL,3,3,M,M,200cm,93kg,25
2022/2023,Daniel Podence,Wolves,78,LW,Portugal,EPL,4,4,H,M,165cm,58kg,27
2022/2023,Pedro Neto,Wolves,78,LW,Portugal,EPL,4,4,H,M,172cm,62kg,23
2022/2023,Julián Álvarez,Manchester City,78,ST,Argentina,EPL,4,4,H,H,173cm,71kg,23
2022/2023,Maxwel Cornet,West Ham,78,LM,Côte d'Ivoire,EPL,3,4,H,M,179cm,69kg,26
2022/2023,Nathan Aké,Manchester City,78,CB,Netherlands,EPL,2,3,M,H,180cm,75kg,28
2022/2023,Ollie Watkins,Aston Villa,78,ST,England,EPL,3,4,H,H,180cm,78kg,27
2022/2023,Moussa Niakhaté,Nott'm Forest,78,CB,France,EPL,2,3,M,H,190cm,85kg,27
2022/2023,Patrick Bamford,Leeds United,78,ST,England,EPL,3,3,H,H,185cm,71kg,29
2022/2023,Douglas Luiz,Aston Villa,78,CDM,Brazil,EPL,3,2,H,M,175cm,66kg,25
2022/2023,Tyrone Mings,Aston Villa,78,CB,England,EPL,3,2,H,M,196cm,77kg,30
2022/2023,Joël Veltman,Brighton,78,CB,Netherlands,EPL,2,4,M,M,184cm,75kg,31
2022/2023,James Milner,Liverpool,78,CM,England,EPL,3,4,M,H,175cm,70kg,37
2022/2023,Marcos Senesi,AFC Bournemouth,78,CB,Argentina,EPL,3,3,M,M,183cm,78kg,26
2022/2023,Jesse Lingard,Nott'm Forest,78,CAM,England,EPL,4,3,H,M,175cm,60kg,30
2022/2023,Çağlar Söyüncü,Leicester City,78,CB,Turkey,EPL,2,4,M,M,185cm,82kg,27
2022/2023,Clément Lenglet,Spurs,78,CB,France,EPL,2,4,M,M,186cm,81kg,27
2022/2023,Dennis Praet,Leicester City,78,CAM,Belgium,EPL,4,4,M,M,181cm,78kg,29
2022/2023,Miguel Almirón,Newcastle Utd,78,RM,Paraguay,EPL,4,2,H,H,174cm,70kg,29
2022/2023,Diogo Dalot,Manchester Utd,78,RB,Portugal,EPL,3,4,H,M,184cm,76kg,24
2022/2023,Marc Guehi,Crystal Palace,78,CB,England,EPL,2,4,M,M,182cm,82kg,22
2022/2023,Emerson,Spurs,78,RWB,Brazil,EPL,3,3,H,M,181cm,79kg,24
2022/2023,Timothy Castagne,Leicester City,78,RB,Belgium,EPL,3,3,H,M,185cm,80kg,27
2022/2023,Thomas Strakosha,Brentford,78,GK,Albania,EPL,1,2,M,M,193cm,78kg,28
2022/2023,Ben Mee,Brentford,78,CB,England,EPL,2,3,L,H,180cm,82kg,33
2022/2023,Duje Ćaleta-Car,Southampton,78,CB,Croatia,EPL,2,3,M,H,192cm,89kg,26
2022/2023,Aaron Cresswell,West Ham,78,LB,England,EPL,3,3,H,M,175cm,66kg,33
2022/2023,Willy Boly,Nott'm Forest,78,CB,Côte d'Ivoire,EPL,2,4,M,M,195cm,97kg,32
2022/2023,Saïd Benrahma,West Ham,78,LM,Algeria,EPL,4,4,H,M,172cm,67kg,27
2022/2023,Frédéric Guilbert,Aston Villa,78,RWB,France,EPL,3,3,H,M,178cm,78kg,28
2022/2023,Aleksandar Mitrović,Fulham,78,ST,Serbia,EPL,3,4,H,M,189cm,90kg,28
2022/2023,Kyle Walker-Peters,Southampton,78,RB,England,EPL,3,4,H,M,174cm,64kg,26
2022/2023,Craig Dawson,West Ham,78,CB,England,EPL,2,2,M,M,188cm,77kg,33
2022/2023,Moussa Niakhaté,Nott'm Forest,78,CB,Senegal,EPL,2,3,M,H,190cm,85kg,27
2022/2023,Craig Dawson,Wolves,78,CB,England,EPL,2,2,M,M,188cm,77kg,33
2022/2023,Enzo Fernández,Chelsea,78,CM,Argentina,EPL,3,4,H,H,180cm,77kg,22
2022/2023,Traorè,AFC Bournemouth,78,LM,Côte d'Ivoire,EPL,3,3,H,L,177cm,77kg,23
2022/2023,Deniz Undav,Brighton,77,ST,Germany,EPL,3,5,M,L,178cm,86kg,26
2022/2023,Max Kilman,Wolves,77,CB,England,EPL,2,4,M,H,194cm,89kg,26
2022/2023,Hee Chan Hwang,Wolves,77,LW,Korea Republic,EPL,3,4,H,M,177cm,77kg,27
2022/2023,Daniel James,Fulham,77,RM,Wales,EPL,3,4,H,H,171cm,76kg,25
2022/2023,Oxlade-Chamberlain,Liverpool,77,CM,England,EPL,4,4,H,H,175cm,70kg,29
2022/2023,Ben Godfrey,Everton,77,CB,England,EPL,2,3,M,H,183cm,79kg,25
2022/2023,Ivan Toney,Brentford,77,ST,England,EPL,3,3,H,H,187cm,76kg,27
2022/2023,Fabian Schär,Newcastle Utd,77,CB,Switzerland,EPL,2,3,H,M,188cm,84kg,31
2022/2023,Rasmus Kristensen,Leeds United,77,RB,Denmark,EPL,3,4,H,H,187cm,70kg,25
2022/2023,Rodrigo,Leeds United,77,CAM,Spain,EPL,4,3,H,M,182cm,77kg,32
2022/2023,Jack Harrison,Leeds United,77,LM,England,EPL,4,3,H,H,175cm,70kg,26
2022/2023,Kelechi Iheanacho,Leicester City,77,ST,Nigeria,EPL,4,3,M,M,185cm,82kg,26
2022/2023,Joachim Andersen,Crystal Palace,77,CB,Denmark,EPL,2,3,M,M,192cm,90kg,26
2022/2023,Konstantinos Tsimikas,Liverpool,77,LB,Greece,EPL,3,3,H,H,179cm,68kg,27
2022/2023,Taiwo Awoniyi,Nott'm Forest,77,ST,Nigeria,EPL,3,2,H,M,183cm,85kg,25
2022/2023,Matt Doherty,Spurs,77,RWB,Republic of Ireland,EPL,3,4,H,M,182cm,87kg,31
2022/2023,Pascal Groß,Brighton,77,CM,Germany,EPL,4,4,M,M,181cm,78kg,31
2022/2023,Patson Daka,Leicester City,77,ST,Zambia,EPL,3,3,M,M,183cm,71kg,24
2022/2023,Emerson,West Ham,77,LB,Italy,EPL,3,2,M,M,176cm,79kg,28
2022/2023,Kevin Mbabu,Fulham,77,RB,Switzerland,EPL,3,3,H,M,184cm,83kg,28
2022/2023,Robert Sanchéz,Brighton,77,GK,Spain,EPL,1,4,M,M,197cm,85kg,25
2022/2023,Demarai Gray,Everton,77,LM,England,EPL,4,4,H,M,183cm,75kg,26
2022/2023,Ludwig Augustinsson,Aston Villa,77,LB,Sweden,EPL,3,2,H,M,181cm,72kg,29
2022/2023,Illan Meslier,Leeds United,77,GK,France,EPL,1,3,M,M,196cm,74kg,23
2022/2023,Jonjo Shelvey,Newcastle Utd,77,CM,England,EPL,3,3,M,M,184cm,80kg,31
2022/2023,Oliver Skipp,Spurs,77,CDM,England,EPL,2,3,M,H,175cm,70kg,22
2022/2023,Mohammed Salisu,Southampton,77,CB,Ghana,EPL,2,3,M,H,191cm,85kg,24
2022/2023,Matt Turner,Arsenal,77,GK,United States,EPL,1,2,M,M,191cm,79kg,28
2022/2023,Fábio Vieira,Arsenal,77,CAM,Portugal,EPL,3,3,H,M,176cm,61kg,22
2022/2023,Rob Holding,Arsenal,77,CB,England,EPL,2,3,L,H,189cm,75kg,27
2022/2023,Wout Faes,Leicester City,77,CB,Belgium,EPL,2,3,M,M,187cm,82kg,25
2022/2023,Dan Burn,Newcastle Utd,77,CB,England,EPL,2,3,M,H,198cm,87kg,31
2022/2023,Yerry Mina,Everton,77,CB,Colombia,EPL,2,3,M,H,195cm,94kg,28
2022/2023,Issa Diop,Fulham,77,CB,France,EPL,2,3,M,M,194cm,92kg,26
2022/2023,Matt Targett,Newcastle Utd,77,LB,England,EPL,3,2,H,M,183cm,70kg,27
2022/2023,Bryan Gil Salvatierra,Spurs,77,LM,Spain,EPL,3,3,H,M,175cm,65kg,22
2022/2023,Benoît Badiashile,Chelsea,77,CB,France,EPL,2,3,M,H,194cm,75kg,22
2022/2023,Mislav Oršic,Southampton,77,LW,Croatia,EPL,3,4,H,H,179cm,69kg,30
2022/2023,Noni Madueke,Chelsea,77,RW,England,EPL,4,4,M,L,182cm,70kg,21
2022/2023,Kouyaté,Nott'm Forest,77,CDM,Senegal,EPL,3,3,H,H,189cm,83kg,33
