season,player_name,team,player_rating,position,nation,league,skill_moves,weak_foot_quality,work_rate_a,work_rate_d,player_height,player_weight,age
2011/2012,Sylvan Ebanks-Blake,Wolverhampton Wanderers,72,ST,England,EPL,3,3,,,173cm,92kg,26
2011/2012,Karl Henry,Wolverhampton Wanderers,71,CDM,England,EPL,3,3,,,185cm,80kg,29
2011/2012,Richard Stearman,Wolverhampton Wanderers,71,CB,England,EPL,2,3,,,191cm,74kg,24
2011/2012,Jody Craddock,Wolverhampton Wanderers,70,CB,England,EPL,2,3,,,185cm,78kg,36
2011/2012,Dorus de Vries,Wolverhampton Wanderers,70,GK,Netherlands,EPL,1,3,,,191cm,96kg,31
2011/2012,Kevin Foley,Wolverhampton Wanderers,70,RB,Republic of Ireland,EPL,2,3,,,183cm,78kg,27
2011/2012,George Elokobi,Wolverhampton Wanderers,70,LB,Cameroon,EPL,2,3,,,175cm,90kg,26
2011/2012,Adam Hammill,Wolverhampton Wanderers,70,RM,England,EPL,4,4,,,180cm,74kg,24
2011/2012,Adlène Guédioura,Wolverhampton Wanderers,70,CM,Algeria,EPL,3,4,,,180cm,81kg,26
2011/2012,Ronald Zubar,Wolverhampton Wanderers,69,RB,France,EPL,2,3,,,186cm,80kg,26
2011/2012,Stephen Ward,Wolverhampton Wanderers,69,LB,Republic of Ireland,EPL,3,5,,,185cm,78kg,26
2011/2012,Sam Vokes,Wolverhampton Wanderers,68,ST,Wales,EPL,3,3,,,188cm,90kg,22
2011/2012,David Edwards,Wolverhampton Wanderers,67,CAM,Wales,EPL,3,3,,,185cm,80kg,26
2011/2012,James Spray,Wolverhampton Wanderers,62,ST,England,EPL,3,3,,,183cm,77kg,19
2011/2012,Aaron McCarey,Wolverhampton Wanderers,59,GK,Republic of Ireland,EPL,1,2,,,185cm,74kg,19
2011/2012,Ashley Hemmings,Wolverhampton Wanderers,58,LM,England,EPL,2,3,,,170cm,73kg,21
2011/2012,Matt Doherty,Wolverhampton Wanderers,52,RB,Republic of Ireland,EPL,2,3,,,180cm,75kg,20
2011/2012,Ethan Ebanks-Landell,Wolverhampton Wanderers,51,CM,England,EPL,3,2,,,169cm,71kg,19
2011/2012,Louis Harris,Wolverhampton Wanderers,48,CM,England,EPL,2,3,,,180cm,70kg,19
